movie_id,director
1307739, 周星驰
1291831,马可·图利欧·吉欧达纳
1296996,克里斯·哥伦布
6517421,路易斯·莱特里尔
3743114,罗宏镇
10450409,魏德圣
1783457,马克·奥斯本 
1783457, 约翰·斯蒂文森
10437779,朴勋政
1295646,查理·卓别林
1296217,格里高利·霍布里特
7059671,朱塞佩·托纳多雷
3642843,J·J·艾布拉姆斯
1307528,李杨
1292275,汤姆·提克威
1301169,史蒂芬·戴德利
1308779,罗兰·艾默里奇
3552028,约翰·李·汉考克
3005875,罗兰·艾默里奇
1292222,马丁·斯科塞斯
1920805,朱里安·杰拉德
4847665,斯蒂芬·切波斯基
1298898,杜琪峰
1793491,布拉德·伯德 
1793491, 简·皮克瓦
1433360,刘伟强
1291543,周星驰
2076181,雅克·范·多梅尔
2222996,是枝裕和
1418752,伊恩·索夫特雷
1310177,今敏
1300656,詹姆斯·卡梅隆
1293088,克里斯·哥伦布
4873490,滕华涛
3178770,康拉德·弗农 
3178770, 埃里克·达尼尔 
3178770, 汤姆·麦格拉思
1432146,乔恩·费儒
1305903,文森佐·纳塔利
2028666,克林特·伊斯特伍德
1303173,冯小刚
1325958,布莱克·爱德华兹
1305666,史蒂芬·戴德利
1299603,昆汀·塔伦蒂诺
1291936,押井守
7064681,细田守
1299288,关锦鹏
1293749,弗兰克·卡普拉
4914468,麦克·特米尔 
4914468, 史蒂夫·马蒂诺
1301459,亚历杭德罗·阿梅纳瓦尔
1308820,岩井俊二
1298744,特瑞·吉列姆
10733376,张荣吉
1300613,哈罗德·雷米斯
1820156,弗朗西斯·劳伦斯
1292330,侯孝贤
4206436,史蒂文·斯皮尔伯格
1298038,罗杰·米歇尔
1291565,西维亚·乔迈
1306607,Iain Softley
6393127,魏德圣
1291544,阿方索·卡隆
1291575,约翰·拉塞特
1316580,金基德
1309101,蒂姆·波顿
1292523,史蒂文·斯皮尔伯格
1293399,米洛斯·福尔曼
1863766,内森·格雷诺 
1863766, 拜伦·霍华德
1307766,霍建起
6879185,史蒂夫·麦奎因
1418192,戈尔·维宾斯基
1301726,让-雅克·阿诺
3792848,泰特·泰勒
1301445,巴里·索南菲尔德
2132495,贾森·雷特曼
1298128,诺拉·艾芙隆
1309172,彼得·西格尔
1756073,马俪文
1293203,杰瑞·扎克
1300572,侯孝贤
11500954,石井裕也
1945330,弗兰克·德拉邦特
1769507,皮埃尔·布特龙
6537500,林诣彬
6791750,宫崎骏
1292055,沃尔夫冈·贝克
6057942,张哲洙
1293764,凯文·科斯特纳
3094909,大卫·O·拉塞尔
4249355,李桢凡
4304402,若泽·帕迪里亚
1291838,宫崎骏
1428581,王树忱 
1428581, 钱运达
1294417,程小东
1306505,张艺谋
2357162,卡洛斯·沙尔丹哈 
2357162, 麦克·特米尔
20388223,林超贤
1806555,埃德加·赖特
1292225,斯坦利·库布里克
1308741,伍仕贤
4798707,迈克尔·哈内克
3231742,沙恩·布莱克
3230459,曹保平
1300555,罗伯特·泽米吉斯
1306939,李安
1301168,李安
5360889,韦斯·安德森
1293145,乔纳森·戴米
1309055,迈克·内威尔
6538833,亚历山大·佩恩
10772258,谢立文
1293351,李力持 
1293351, 周星驰
1303815,法兰西斯·威柏
1303246,乔·舒马赫
1950148,乔·赖特
3275168,汤姆·福特
1293323,张艺谋
1295647,罗伯特·泽米吉斯
4861627,康大奎
1300618,西蒙·韦斯特
4237879,叶伟民
10576419,伍迪·艾伦
1437342,卡洛斯·沙尔丹哈
1309199,道格·里曼
1293434,F·加里·格雷
1937502,马克·福斯特
5308265,周星驰 
5308265, 郭子健
1299080,阿尔弗雷德·希区柯克
3399559,冲田修一
3550132,姜炯哲
1293527,托尼·凯耶
1857099,伊桑·科恩 
1857099, 乔尔·科恩
1300056,弗朗索瓦·特吕弗
1921583,西维亚·乔迈
1308804,李宰汉
1291588,高畑勋
1292337,是枝裕和
1291842,罗伯·莱纳
1297102,南希·迈耶斯
1424334,雅克·贝克
6097775,迈克尔·哈扎纳维希乌斯
1300616,彭浩翔
2063528,李杨
3212221,汤姆·摩尔 
3212221, Nora Twomey
3233761,托德·菲利普斯
1292047,克日什托夫·基耶斯洛夫斯基
1301106,诺夫·舒贝尔
2124724,周杰伦
1433990,Peter Levin
1293013,罗兰·艾默里奇
2051007,大卫·叶茨
1307694,刘伟强 
1307694, 麦兆辉
1885124,罗伯特·斯文克
1308843,亚历克斯·普罗亚斯
1306664,朴赞郁
1297880,谢晋
2044089,马丁·麦克唐纳
6386345,彭浩翔
1293315,杜琪峰
4230918,权炯辰
1301746,雷德利·斯科特
1295045,安东尼·明格拉
3660428,中村义洋
1294183,格里高利·霍布里特
1307542,雷德利·斯科特
1292529,克里斯·哥伦布
3071441,奉俊昊
4164444,丹尼·博伊尔
1441238,约翰·卡兰
1297223,王晶
3430271,Sherry Horman
3041749,柯克·琼斯
1292048,克日什托夫·基耶斯洛夫斯基
1292288,奥逊·威尔斯
1292267,加斯·詹宁斯
2146991,迈克尔·贝
1291584,昆汀·塔伦蒂诺
1308833,金基德
2124703,宁浩
1421809,侯孝贤
3269068,格恩迪·塔塔科夫斯基
1329936,谷德昭 
1329936, 周星驰
1295873,维托里奥·德·西卡
1981242,伍迪·艾伦
1300282,约瑟夫·鲁斯纳克
1293708,安南德·图克尔
3737102,钮承泽
1293838,乔治·卢卡斯
6890730,梁乐民 
6890730, 陆剑青
2982823,原惠一
19945757,Umesh Shukla
1322848,斯坦利·库布里克
1292268,马丁·斯科塞斯
1291868,让-雅克·阿诺
11525673,韦斯·安德森
25798222,陈可辛
4202982,克里斯·巴克 
4202982, 珍妮弗·李
4746257,道格·里曼
25807345,詹姆斯·沃德·布柯特
3804891,宁浩
6722879,斯派克·琼斯
10485647,布莱恩·辛格
21937445,杨宇硕
2209575,理查德·林克莱特
21937452,李濬益
25750969,丹·吉尔罗伊
11606328,彼得·杰克逊
2133323,本·斯蒂勒
24879820,黄东赫
24741412,矢口史靖
6985803,让-皮埃尔·热内
4116480,保罗·格林格拉斯
6803494,朗·霍华德
10571509,是枝裕和
1292553,詹姆斯·卡梅隆
1292326,皮埃尔·莫瑞尔
1433577,伍迪·艾伦
1292371,岩井俊二
6776051,瑞恩·墨菲
1920796,理查德·拉·格拉文斯
25745651,泽维尔·多兰
1291839,雷德利·斯科特
25858604,罗丝·博斯
1292229,奥利佛·斯通
5318669,杜家毅
2969282,加布里尔·穆奇诺
3023164,贝尼特·米勒
1294362,乔治·卢卡斯
4066125,胡安·何塞·坎帕内利亚
1892578,荻上直子
6080840,方银振
1297995,加里·特洛斯达勒 
1297995, 柯克·维斯
3397503,A.R. Murugadoss
1295686,迈克尔·曼
1309078,乔治·卢卡斯
1300055,斯坦利·库布里克
1307856,黄建新 
1307856, 杨亚洲
1296528,厄文·克什纳
3626372,乔尔·科恩 
3626372, 伊桑·科恩
3036460,奉俊昊
1307697,罗伯·马歇尔
6010171,冲浦启之
1292289,张艾嘉
1292260,弗朗西斯·福特·科波拉
3077668,许鞍华
1850963,蜷川实花
3707070,泽维尔·多兰
1304056,恩斯特·马利斯卡
1297862,吴宇森
1298909,泰勒·海克福德
1450031,梅尔·吉布森
1304972,姜帝圭
19955828,罗曼·波兰斯基
1296987,伍迪·艾伦
1299193,李安
4913185,罗曼·波兰斯基
1293818,简·坎皮恩
1340517,克劳德·比诺多
1309071,雷德利·斯科特
3586725,李海准
1292895,陈嘉上
2361826,佐藤祐市
1306914,泰德·戴米
1301025,谢尔盖·索洛维约夫
2033187,Brad Isaacs
21098725,埃米尔·拜加津
1300375,马塞尔·卡尔内
1306019,萨蒂亚吉特·雷伊
1306850,F.A.布拉贝克
1298944,王童
1776964,绪方明
1303388,Fred C. Newmeyer 
1303388, 山姆·泰勒
1307898,胡金铨
1299067,让-皮埃尔·达内 
1299067, 吕克·达内
1300842,小津安二郎
1300352,巴斯特·基顿
4730796,Darragh Byrne
1466403,让-皮埃尔·梅尔维尔
5153875,Yasemin Samdereli
1417545,山田洋次
1293306,维姆·文德斯 Wim Wenders
1294139,严浩
1432669,米哈依尔·卡拉托佐夫
5446283,Jean-Claude Sussfeld
1294477,迈克·李
1300827,努里·比格·锡兰
1300955,贝纳尔多·贝托鲁奇
1299330,鲍勃·福斯
5401681,John Little
1305323,Alberto Cavalcanti 
1305323, 巴兹尔·迪尔登 
1305323, 查尔斯·克瑞奇顿 
1305323, 罗伯特·哈默
1437023,维姆·文德斯
1298026,彼得·博格丹诺维奇
1305337,让-皮埃尔·达内 
1305337, 吕克·达内
1304204,比尔·普莱姆顿
1292597,罗伯特·奥尔德里奇
1299433,让·维果
1298455,迈克尔·卡顿-琼斯
1424618,成濑巳喜男
1302082,成濑巳喜男
1298024,约翰·杜根
1297767,唐书璇
1308607,王童
19955955,亚历桑德罗·佐杜洛夫斯基
1294605,比利·怀德
1840265,中原俊
1296043,彼得·博格丹诺维奇
3228134,赖纳·维尔纳·法斯宾德
1299885,朱尔斯·达辛
1296762,沃尔克·施隆多夫
1401895,阿基·考里斯马基
1432631,罗兰·苏素·里希特
20326557,Gilles Maheu
1757925,奥德里奇·利普斯基
3136240,Ladd Ehlinger Jr.
1293876,维姆·文德斯
1307971,王童
1303471,阿巴斯·基亚罗斯塔米
1303463,克劳德·夏布洛尔
1306848,扬·霍布雷克
1305235,F·W·茂瑙
1300817,苏赫拉布·沙希德·萨利斯
1300034,黑泽明
1292536,伍迪·艾伦
1899630,杰克·阿诺德
1296659,查理·卓别林
1437410,迈克尔·哈内克
1296338,让-吕克·戈达尔
2983255,多罗塔·肯杰尔扎沃斯卡
1301725,伊斯特凡·萨博
1298317,Radha Bharadwaj
2269338,弗兰科·皮亚维奥利
1300347,布莱恩·G·赫顿
1292996,诺曼·杰威森
1303287,卡罗尔·巴拉德
1296872,市川昆
1464535,冯小宁
1469105,约翰·弗兰克海默
1422186,依莱姆·克里莫夫
1303521,阿巴斯·基亚罗斯塔米
1300522,让-吕克·戈达尔
1297200,约翰·兰迪斯
1422914,Michael McGowan
1298561,小林正树
1292681,斯派克·李
1306830,李少红
1294580,森田芳光
1475239,杨·史云梅耶
1779498,约翰·卡尼
1467097,王童
1478398,安诺斯·托马斯·延森
1299026,科斯塔-加夫拉斯
10455077,汤姆·沃恩
1299830,史蒂文·索德伯格
1295268,维特·荷默
3597344,Steven Silver
1962160,安德烈·萨金塞夫
1303637,王童
1303571,费德里科·费里尼
1303526,克劳德·夏布洛尔
1292890,罗伊·沃德·贝克
1296235,卡尔·弗兰克林
1303357,彼得·博格丹诺维奇
1297546,米开朗基罗·安东尼奥尼
25757182,郭春晖
1303065,小栗康平
1401522,寺山修司
3095492,筱原哲雄
1401520,寺山修司
1293266,卡罗琳 汤普森 (Caroline Thompson (I))
1298497,霍华德·霍克斯
1297622,多罗塔·肯杰尔扎沃斯卡
1303554,奥逊·威尔斯
3212291,哈维尔·费舍尔
1301594,王颖 
1301594, 保罗·奥斯特
3921106,皮娜·鲍什
1421309,埃里克·侯麦
1299042,吴天明
1305607,李翰祥
1439859,Bernhard Wicki
1394495,宁瀛
1293037,罗伯特·奥特曼
1308510,吉米·村上
1897967,托马斯·沃瑞
1294297,David Evans
1866433,让·德拉努瓦
1299775,皮埃尔·保罗·帕索里尼
1868933,香特尔·阿克曼
1439463,彼得·沃特金
1292684,罗纳德·尼姆
1294418,比利·怀德
1401368,乔治·威廉·巴布斯特
1297109,艾伦·帕克
1304405,小津安二郎
3683594,小林政广
1299176,韦斯·克雷文
1306559,萨蒂亚吉特·雷伊
1858233,森田芳光
1307320,黄蜀芹
1400649,罗兰·贝科夫
1299608,霍华德·霍克斯 
1299608, 理查德·罗森
1294746,恩斯特·刘别谦
1293190,马丁·里特
1292768,约翰·卡索维茨
1904606,亚历山大·涅夫佐罗夫
14802605,Prakash Jha 
14802605, 帕卡沙·加
1303558,卢奇诺·维斯康蒂
1308097,亚历山大·罗戈日金
1295720,萨蒂亚吉特·雷伊
1298710,罗伯托·贝尼尼
1302815,费德里科·费里尼
1304596,巴克迪亚·库唐纳扎洛夫
1302167,普皮·阿瓦蒂
1304749,阿基·考里斯马基
1307745,Mohammad-Ali Talebi
1294704,弗雷德·威尔科克斯
1294287,深作欣二
1298704,小津安二郎
1303573,沟口健二
1864784,James T. Walker
1294627,马克·斯蒂文·约翰逊
1293219,卡罗尔·里德
1945628,欧文·勒纳
5969484,Jeff Wurtz
1308972,保罗·费格
4719384,桑弧
1298778,托尼·比尔
1294754,西蒙·温瑟
1295211,John G. Blystone 
1295211, 巴斯特·基顿
1295785,克洛德·果雷塔
1293614,科斯塔-加夫拉斯
6037981,朴熙坤
1296852,Dan Curtis (I)
1296674,赖斯扎德·布加斯基
1293412,查尔斯·马丁·史密斯
1305032,朱尔斯·达辛
1919626,Rajkumar Hirani
1303600,沟口健二
3445575,阿斯哈·法哈蒂
1302338,雅克·特纳
1301013,James Frawley
1303877,达格·卡利
1306027,沃纳·赫尔佐格
1293525,约翰·卡索维茨
1302272,沃伊齐希·哈斯
1308436,安振宇
2000736,颜碧丽
1483878,杨延晋
3008143,菲利普·考尔德隆
3072172,Lynn Roth
1293776,埃里克·侯麦
1301122,马克斯·奥菲尔斯
1296116,拉斯·冯·提尔
1479945,戴米恩·奥唐纳
1303566,卡尔·西奥多·德莱叶
5324771,让-克里斯托夫·罗歇
1298863,赖纳·维尔纳·法斯宾德
1296161,胡金铨
2082264,Ivan Fíla
3418199,杨·史云梅耶
1303638,刘镇伟 (Jeffrey Lau)
1300520,布鲁斯·贝尔斯福德
1292885,亚历山大·柯达
1299125,今村昌平
1419052,沈浮
1295134,约翰·福特
1303740,Henry Bean
1293608,恩斯特·刘别谦
1296369,杨·史云梅耶
6855109,Vahe Gabuchian
1401347,河濑直美
1769033,兰德尔·克莱泽
1758439,迈克尔·卡顿-琼斯
1477924,林太郎
1295759,西奥·安哲罗普洛斯
3004512,长崎俊一
1303041,加布里埃尔·萨瓦特瑞斯
2001296,西奥·安哲罗普洛斯
2268267,Ilmar Raag
1307038,篠田正浩
1302814,洛特·雷妮格
1416907,沃伊齐希·哈斯
1466243,朱塞佩·德·桑蒂斯
1770980,杰克·高德
1293624,乔·德特杜巴
1473840,五社英雄
1299446,沃尔特·希尔
1437409,迈克尔·哈内克
1416877,凯·波拉克
1303553,约瑟夫·罗西
1304953,路易·马勒
1768214,Maurice Phillips
1441039,小林正树
1297226,比尔·康顿
1486017,乔拉·赫兹
4036518,Anthony Geffen
1293153,罗伯托·罗西里尼
1301500,尼古拉斯·希特纳
1477717,维克多·艾里斯
1306426,保罗·格林格拉斯
2052298,朱拉·亚库比斯克
1326538,马里奥·莫尼切利 
1326538, 斯坦诺
10581620,Anna van der Heide
1298271,让-雅克·阿诺
1465471,维克多·斯约斯特洛姆
1754812,西河克己
1296976,埃里克·侯麦
1303602,沟口健二
2053339,Patricia Riggen
1292830,杨·卡达尔 
1292830, 艾尔玛·克洛斯
1294516,约翰·霍克
1303087,塞基·鲍格农
1297589,黑泽明
1303710,新藤兼人
1296482,玛琳·格里斯
1296344,马丁·罗森
1304258,米歇尔·冈瑞
1297601,罗伯特·本顿
1421742,Renny Rye
1302917,今村昌平
6839118,中村哲平
1293240,Art Stevens 
1293240, Richard Rich 
1293240, Ted Berman
2121871,岛村达雄
1303174,安杰依·瓦伊达
1295897,维姆·文德斯
1293428,米开朗基罗·安东尼奥尼
3326930,Özcan Alper
1818751,Aditya Chopra
1306121,赵崇基 (Sung Kee Chiu)
1301923,埃里克·冯·施特罗海姆
1419984,让-克洛德·洛宗
1298312,弗里茨·朗
1293109,克日什托夫·基耶斯洛夫斯基
1293157,理查德·唐纳
5299155,Bret Haaland
1303077,黑泽明
1293321,罗伯托·罗西里尼
1303598,新藤兼人
1303186,皮亚托·杰米
1439560,本杰明·克里斯滕森
1299136,维托里奥·德·西卡
2063530,克里斯蒂安·内梅斯古
1929444,Isabelle Doval
1303080,米洛斯·福尔曼
1438081,Yash Chopra
1892333,菅原比吕志
1432637,路易·马勒
1295320,艾特·迪·彭吉云
1303289,詹姆斯·布里奇斯
2062564,西河克己
1297201,路易·马勒
1304254,亨利·维尼尔
1297441,亨利·科斯特
1304870,亚历山大·索科洛夫
1296936,埃利达尔·梁赞诺夫
1292851,罗纳德·F·麦克斯维尔
1304558,Charles A. Nichols 
1304558, Iwao Takamoto
1292565,霍华德·霍克斯 
1292565, 阿瑟·罗森
6799133,Vincent Morisset
1298487,山田洋次
1308278,小津安二郎
1300614,安东尼·阿斯奎斯 
1300614, 莱斯利·霍华德
1440106,谢尔盖·帕拉杰诺夫
1301130,冈本喜八
1303362,吉尼·萨克斯
1438733,Katja von Garnier
1298182,谢尔盖·爱森斯坦
1297440,彼特·克林逊 Peter Collinson
1308311,小津安二郎
1308721,谢尔盖·邦达尔丘克
1438068,让-皮埃尔·梅尔维尔
1293835,弗雷德·金尼曼
2380440,刘国昌
1947699,Jim O'Brien
1303609,降旗康男
4176665,勝間田具治
1807990,出崎統
1294022,稻垣浩
1292671,彼德·卡索维茨
1299629,李仁港
2239222,Simon Shore
1302347,巴赫曼·戈巴迪
1758645,Michael Lindsay-Hogg
6129661,罗杰·萨金特
3722566,羽原信义
1926106,Tommy Chong 
1926106, Lou Adler
3390253,Thierry Binisti
1293745,伊丹十三
10455078,约翰·史翠兰
1297476,朱利恩·杜维威尔 
1297476, 约瑟夫·冯·斯登堡 
1297476, 维克多·弗莱明
3292168,Abdullah Oguz
1309001,迈克·李
3336237,Lance Daly
1299257,罗伯托·罗西里尼
2150083,Peter Avanzino
1420116,卡尔·西奥多·德莱叶
1303512,杰瑞·沙茨伯格
1299122,沃夫冈·雷瑟曼
1460443,竹之内和久 
1460443, 西尾大介
1306266,埃曼诺·奥尔米
4845397,西尔扎提·亚合甫
1306418,伊利·曼佐
1422055,贝拉·塔尔
1901771,柯内流·波蓝波宇
1302119,埃曼诺·奥尔米
1302321,布莱恩·G·赫顿
2079735,胡杰
1305533,Aleksandr Alov 
1305533, Vladimir Naumov
1304711,泽井信一郎 (Shinichirô Sawai)
1293529,布莱克·爱德华兹
1980405,Steve Stockman
1303687,汤姆·迪西罗
1296067,理查德·阿滕伯勒
1421676,蔡楚生
1309002,Piet De Rycker 
1309002, Thilo Rothkirch
1401244,Martine Dugowson
1300957,英格玛·伯格曼
6788731,Lisa Barros D'Sa 
6788731, Glenn Leyburn
1475649,巴尔登·胡安·安东尼奥
1305567,内田吐梦
3286099,约翰·亚历山大
1297024,Grigori Aleksandrov 
1297024, 谢尔盖·爱森斯坦
1306388,Yurek Bogayevicz
3080904,Steve Loter
1305896,卡尔·西奥多·德莱叶
1306847,法兰提塞·维拉席
1469497,保罗·考克斯
1301428,阿瑟·佩恩
1452560,梅迪·夏夫
1394410,阿涅斯·瓦尔达
1440382,Juan Carlos Cremata Malberti 
1440382, Iraida Malberti Cabrera
1298340,莫里斯·恩格尔 
1298340, 雷·阿什利 
1298340, 鲁思·奥金
1299144,安东尼·明格拉
1303033,朱塞佩·托纳多雷
3002616,巴德·伯蒂彻
1302567,泽西 霍夫曼 (Jerzy Hoffman)
1295401,畑正宪
1303042,Friðrik Þór Friðriksson
1449406,Fabrizio Costa
1303089,马里奥·莫尼切利
1293620,西德尼·吕美特
1299677,西德尼·吕美特
1298485,斯蒂芬·科洛弗
2224967,俞钟
1299245,朱尔斯·达辛
1422299,Thom Eberhardt
1308628,François Dupeyron
1307601,费尔南多·索拉纳斯
1778678,孙沙
1437013,皮埃尔·保罗·帕索里尼
1293893,鲁本·马莫利安
1304178,高志森
1294609,Graeme Clifford
2050557,Esteban Sapir
1303064,伊斯特凡·萨博
1301217,让-吕克·戈达尔
2974293,汉娜·玛克玛尔巴夫
1295786,Richard C. Sarafian
1298415,Brian Mills
2150085,Peter Avanzino
1441038,小林正树
1437432,冈本喜八
3279628,安东尼·阿斯奎斯
1298619,孙瑜
2082176,四分一节子 Setsuko Shibuichi
1298754,黑泽明
3153894,Bogdan Dumitrescu
1303043,扬·斯维拉克
1850003,文森特·明奈利
1292968,西德尼·富兰克林
1471410,伊利·曼佐
1470093,Xaver Schwarzenberger
1862913,谢雷·福克森
1294998,Duwayne Dunham
1440613,萨蒂亚吉特·雷伊
1292210,大卫·里恩
1303377,阿基·考里斯马基
1305995,布雷梯斯拉夫·波杰
1292894,伍迪·艾伦
1306016,弗里茨·朗
1292872,约翰·辛格顿
1421739,Edward Bennett
1304763,安东尼·阿斯奎斯
1295778,皮尔斯·哈格德
1293104,Anthony Harvey
1294378,筱田正浩
1353734,英格玛·伯格曼
3769466,古斯塔沃·罗恩
1303023,卡洛琳·林克
1929726,Giacomo Battiato
1294681,谢尔盖·格拉西莫夫
1301304,Jean Becker
1469239,路易·德·菲耐斯 
1469239, Jean Girault
3989609,Mark Rance
1302463,阿瑟·希勒
1440954,孙周
1506770,罗斯·大卫尼斯
1292853,英格玛·伯格曼
1303495,格利高利·丘赫莱依
1308708,迈克尔·托林
2038228,Coline Serreau
1465938,深作欣二
1305213,泰勒·海克福德
4176666,胜间田具治 
4176666, 冈田裕介
3240529,Rustem Abdrashitov
1421737,Brian Farnham
1295538,南茜·萨沃卡
1302766,大岛渚
1766068,Rakesh Roshan
1295740,阿伦·雷乃
2216828,陈戈 
2216828, 沈剡
1417050,Lloyd Kramer
1470383,Andrew Solt
1304591,埃曼诺·奥尔米
1305620,Majid Majidi
1401521,寺山修司
1300510,大岛渚
1421741,爱德华·本内特
1303337,谢尔盖·帕拉杰诺夫 
1303337, 多多·阿巴希泽
2059318,Jean Becker
3195098,西蒙·柯蒂斯
1867888,弗里茨·朗
3922263,藤井謙二郎
1459515,黑土三男
1308461,裵鏞均
1293623,米开朗基罗·安东尼奥尼
1925081,迈克尔·雷·罗德斯
1306987,安德鲁·格里弗
1294793,乔瑟琳·穆尔豪斯
1294005,伊利亚·卡赞
1424219,長谷川康夫（Yasuo Hasegawa）
1299337,成濑巳喜男 (Mikio Naruse)
1294191,林权泽
1300980,Jeff Woolnough
1404702,成濑巳喜男
4074143,白兴武
1295053,乔·德特杜巴
1789047,Graham Theakston
24380773,安迪·威尔逊
1448827,Sogo Ishii
1293094,吉恩 凯利 (Gene Kelly)
1302993,维托里奥·德·西卡
1300959,吕克·贝松
1848300,马克斯·奥菲尔斯
1297274,阿瑟·佩恩
1547189,野村芳太郎
25717233,宁浩
25805741,韩寒
24745500,路阳
21941804,刁亦男
24743711,陈正道
6973376,赵薇
24879858,俞白眉 
24879858, 邓超
21352814,张艺谋
24843198,郭帆
20020577,娄烨
10605978,冯小刚
11510624,非行
10545939,许鞍华
20376577,郭敬明
6011806,管虎
24847340,郭敬明
6799191,陈凯歌
4212172,成龙
20513059,黄真真
10726941,麦兆辉 
10726941, 庄文强
24736566,陈思诚
20515070,钮承泽
24751754,田羽生
10763164,陈木胜
3596502,冯小刚
5996801,徐克
1291550,冯小刚
10344754,杜琪峰
6872273,杜琪峰
24721493,郭敬明
1859036,陈木胜
6730004,钮承泽
4724739,杜琪峰
25755645,肖央
5422105,麦兆辉 
5422105, 庄文强
1297747,周星驰
3313801,冯小刚
11625097,王晶 
11625097, 钟少雄
1961963,周星驰
25713408,邹佡
1297863,陈嘉上
19973815,吴基焕
2135981,陈嘉上 
2135981, 钱永强
3412882,麦兆辉 
3412882, 庄文强
10833923,滕华涛
6011805,冯小刚
4271894,冯小刚
6829652,杨雅喆
1302090,陈嘉上
6041191,麦兆辉 
6041191, 庄文强
3041806,叶伟信
4151110,张艺谋
3626416,陈德森
4896304,徐克
5319835,陈正道
4218768,乌尔善
1291555,王家卫
3158990,魏德圣
1306160,陈木胜
5317291,郑保瑞
4176542,管虎
25777330,黄真真
1433736,刘伟强
6080775,宁浩
11614603,林爱华
20266753,丁晟
22715021,麦浚龙
4709904,麦曦茵
1418070,陈可辛 
1418070, 赵良骏
1300498,叶伟民
4059245,李玉
1306123,张艺谋
10833924,周杰伦
1329562,刘伟强 
1329562, 麦兆辉
1428602,叶伟信
1890784,尔冬升
1309220,杜琪峰
4066206,夏永康 
4066206, 陈国辉
3412830,徐克
20513061,叶伟民
1499148,王家卫
1299661,娄烨
16475702,金依萌
1304624,王家卫
24735062,刘杰
20444530,李蔚然
10604486,王子鸣
20388198,袁锦麟
1907464,冯小刚
10438426,娄烨
6878446,李玉
1299680,王晶
1766086,姜文
25753166,江金霖
1305355,杜琪峰
1307323,刘镇伟
2294568,陆川
1308078,冯小宁
3578981,叶伟信
4718369,王全安
3532614,杜琪峰
1306951,王晶
1307023,唐季礼
4913200,尔冬升
4728584,刘伟强
3543690,韩三平 
3543690, 黄建新
1304022,冯小刚
1305265,马伟豪
1298644,元奎 
1298644, 刘镇伟
3820191,徐静蕾
1303451,侯孝贤
4896263,张一白
1299765,刘镇伟
4004731,薛晓路
1473074,刘伟强
1484760,杜琪峰
4843637,顾长卫
5993185,林书宇
1499008,张艺谋
1299643,常光希
1307014,冯小刚
1949812,高群书
1298112,王家卫
3732780,萧雅全
20443013,郭子健
1927686,张建亚
1300883,王晶
1300064,高志森
10807916,张之亮
4009651,管虎
1308722,张艺谋
4133814,林超贤
1408312,朱延平
1308747,冯小刚
4942776,陈可辛
1300566,王晶
3240208,金依萌
1419969,陈凯歌
1790577,杜琪峰
11627068,王竞
1308799,徐静蕾
6782006,孙周
20515977,林超贤
1303203,杜琪峰 
1303203, 韦家辉
24736526,彭浩翔
1296436,张艺谋
1301283,刘伟强
6991110,罗志良
5244092,林育贤
1296201,陈嘉上
1465829,吴宇森
1418605,冯小刚
3683409,杨庆
1947089,陈可辛 
1947089, 叶伟民
4822848,尚敬
11501396,程耳
1306317,杨凡
2359431,陈木胜
1294963,张艺谋
1394324,李惠民 
1394324, 程小东
25785314,谢涤葵 
25785314, 林妍
1300303,陈木胜 
1300303, 成龙
2209368,尔冬升
1299745,李力持
4133988,尔冬升
3813779,苏照彬
1302977,王晶
3546019,陈凯歌
1296629,程小东
1297763,元奎
1308587,杜琪峰 
1308587, 韦家辉
1308252,林超贤
1293265,刘伟强
4097023,陈木胜
5290729,陈国辉 
5290729, 夏永康
3754946,李仁港
4906427,赵天宇
4154669,蔡岳勋
